product_id,product_name,category,segment,size,color,price,cogs,flag_loss_margin
315,DragonWear MA-26,Casual,All-weather,L,green,9437.143228498076,8226.35775228177,False
316,SaigonFlex UC-42,Streetwear,Everyday,M,silver,36.480756727820456,21.977431584878826,False
317,VietMode RP-07,Outdoor,Activewear,XL,purple,4409.278125,2546.799045,False
318,NamStyle YY-25,GenZ,Trendy,L,white,1321.5873913043476,1255.5080217391303,False
319,MekongFit UC-01,Streetwear,Everyday,XL,yellow,1637.37,1262.248533,False
320,LotusWear UM-06,Streetwear,Balanced,S,pink,7714.35,4099.40559,False
321,VietMotion YY-21,GenZ,Trendy,S,orange,1233.091907284768,836.5295499019866,False
322,DragonWear MA-18,Casual,All-weather,L,pink,4712.703333333333,3098.131171333333,False
323,SaigonCore UC-07,Streetwear,Everyday,M,black,9474.183870967743,7096.16371935484,False
324,DragonWear UC-05,Streetwear,Everyday,M,blue,9191.7,7248.57462,False
325,SaigonFlex UC-13,Streetwear,Everyday,S,pink,10560.816,10032.7752,False
326,UrbanVN UR-11,Streetwear,Standard,S,pink,15.167650149235683,8.457680206310576,False
327,PhoenixWear UE-09,Streetwear,Performance,S,green,26.79180128450725,15.05096706786181,False
328,UrbanVN RP-08,Outdoor,Activewear,M,blue,5291.37,3064.232367,False
329,VietMotion RS-05,Outdoor,Premium,S,orange,56.91443215555931,31.488058589151063,False
330,HanoiStreet RP-01,Outdoor,Activewear,M,blue,1952.0120454545447,1681.8535783636362,False
331,LotusWear UE-45,Streetwear,Performance,S,white,13905.652816901407,7827.491970633802,False
332,SaigonFlex UC-38,Streetwear,Everyday,M,blue,3743.690322580645,2813.7576464516133,False
333,LotusWear UE-41,Streetwear,Performance,S,red,52.30694353353064,31.731508497155808,False
334,LotusWear UR-24,Streetwear,Standard,S,orange,7556.85,4964.094765,False
335,VietMotion UR-15,Streetwear,Standard,S,orange,22.14458611437045,13.583501751832884,False
336,SaigonFlex UC-35,Streetwear,Everyday,L,red,6934.761627906977,6364.030745930232,False
337,SaigonFlex UM-52,Streetwear,Balanced,XL,silver,18516.81586715867,14254.244854538743,False
338,UrbanVN RP-03,Outdoor,Activewear,S,pink,37.741902504944775,20.9149502570328,False
339,HanoiStreet RP-46,Outdoor,Activewear,L,pink,890.4549377123442,845.9321908267269,False
340,HanoiStreet RP-04,Outdoor,Activewear,S,green,1855.6303211009167,1762.8488050458714,False
341,UrbanVN MA-10,Casual,All-weather,M,silver,34.43489498797168,21.192994736606497,False
342,VietMode MP-23,Casual,Activewear,XL,purple,29.73856010572593,16.43246386967123,False
343,DragonWear UE-05,Streetwear,Performance,M,silver,9443.35,8471.629284999999,False
344,UrbanVN RP-22,Outdoor,Activewear,XL,silver,3369.87,2821.255164,False
345,UrbanVN UR-34,Streetwear,Standard,XL,black,26.46776517089512,16.772658065996215,False
346,HanoiStreet MA-12,Casual,All-weather,M,purple,29.504315607680223,17.54297900214996,False
347,VietMode RP-79,Outdoor,Activewear,XL,silver,4471.74,4248.152999999999,False
348,VietMotion RP-37,Outdoor,Activewear,S,red,1070.2073493975904,1005.3527840240964,False
349,PhoenixWear UC-07,Streetwear,Everyday,M,silver,7876.33875,5431.523202,False
350,MekongFit RP-49,Outdoor,Activewear,XL,blue,1792.7023572474377,1145.8953467525623,False
351,SaigonFlex RS-02,Outdoor,Premium,XL,purple,4595.85,3068.649045,False
352,PhoenixWear UR-03,Streetwear,Standard,XL,silver,5036.85,4118.12856,False
353,UrbanVN RS-06,Outdoor,Premium,XL,silver,1972.5575,1723.42348775,False
354,VietMode RP-04,Outdoor,Activewear,S,orange,37.84371220778986,22.49335727343501,False
355,HanoiStreet UC-37,Streetwear,Everyday,L,white,8151.269169550173,6372.662236754326,False
356,DragonWear MA-37,Casual,All-weather,M,silver,5449.5,5177.025,False
357,SaigonFlex UM-83,Streetwear,Balanced,L,pink,17103.87,10599.268238999995,False
358,HanoiStreet UE-38,Streetwear,Performance,M,yellow,34.288801956462315,19.78010355266784,False
359,BambooCraft UC-18,Streetwear,Everyday,XL,yellow,11430.57895522388,10859.050007462683,False
360,MekongFit RP-15,Outdoor,Activewear,M,yellow,1889.37,1137.589677,False
361,VietMode RP-29,Outdoor,Activewear,M,silver,46.891778803111855,29.86492837502126,False
362,VietMotion UR-20,Streetwear,Standard,M,silver,42.57802195970135,25.72251810512813,False
363,SaigonFlex UM-98,Streetwear,Balanced,M,blue,11636.1,11054.295,False
364,SaigonCore UE-15,Streetwear,Performance,S,red,17143.7,14587.57433,False
365,HanoiStreet YY-23,GenZ,Trendy,L,orange,1889.37,1779.7865399999998,False
366,UrbanVN UC-20,Streetwear,Everyday,M,purple,8000.37,7600.3515,False
367,NamStyle YY-28,GenZ,Trendy,M,silver,2204.37,1660.3314839999998,False
368,UrbanVN UC-22,Streetwear,Everyday,XL,silver,8712.525405405406,7795.096480216216,False
369,LotusWear UE-88,Streetwear,Performance,XL,silver,9257.85,8448.71391,False
370,SaigonCore MA-02,Casual,All-weather,XL,silver,10073.7,7977.363029999999,False
371,VietMode MP-10,Casual,Activewear,L,orange,4786.74,3972.515526,False
372,SaigonFlex UC-58,Streetwear,Everyday,M,blue,22.084313317745423,12.489209747825754,False
373,HanoiStreet UC-53,Streetwear,Everyday,L,red,5403.094003466204,3895.0904670987866,False
374,SaigonCore UM-06,Streetwear,Balanced,L,white,38.63377724114878,23.627889604957712,False
375,HanoiStreet UE-18,Streetwear,Performance,M,yellow,2910.238085106382,1759.82097006383,False
376,LotusWear UE-71,Streetwear,Performance,L,red,6949.759090909091,6602.271136363636,False
377,MekongFit UC-29,Streetwear,Everyday,XL,silver,3803.996185958254,3196.497995060721,False
378,HanoiStreet UE-30,Streetwear,Performance,M,black,6299.37,5324.227524,False
379,HanoiStreet RP-07,Outdoor,Activewear,XL,yellow,1259.37,981.552978,False
380,SaigonCore RP-04,Outdoor,Activewear,XL,purple,5398.47,3275.791596,False
381,MekongFit RP-09,Outdoor,Activewear,XL,blue,1960.245,1862.23275,False
382,VietMode RP-65,Outdoor,Activewear,M,blue,3841.74,3307.73814,False
383,MekongStyle UC-13,Streetwear,Everyday,M,black,11954.96320754717,6095.835739528302,False
384,VietMode MA-14,Casual,All-weather,L,pink,9764.37,6568.491699,False
385,DragonWear MA-02,Casual,All-weather,L,orange,39.062877119540296,22.660232699057364,False
386,HanoiStreet YY-25,GenZ,Trendy,S,white,55.2059495268955,32.876358297176104,False
387,HanoiStreet UE-22,Streetwear,Performance,M,blue,4566.493505976096,2456.77350621514,False
388,VietMode RS-04,Outdoor,Premium,L,green,2847.5427272727275,2029.158947454545,False
389,UrbanVN RS-08,Outdoor,Premium,M,yellow,4632.0645129469785,4400.4612872996295,False
390,NamStyle YY-27,GenZ,Trendy,S,green,4283.37,4069.2015,False
391,HanoiStreet RP-12,Outdoor,Activewear,S,white,41.479017404980375,25.821757084684688,False
392,PhoenixWear UE-20,Streetwear,Performance,XL,silver,6928.53,6582.103499999999,False
393,SaigonFlex UC-18,Streetwear,Everyday,M,blue,10584.532361623616,10055.305743542434,False
394,SaigonFlex UM-16,Streetwear,Balanced,XL,black,22.925052456218573,14.278155394319832,False
395,SaigonFlex UM-01,Streetwear,Balanced,S,green,11028.42869470343,10091.01225565364,False
396,HanoiStreet UE-10,Streetwear,Performance,M,black,4913.37,3388.259952,False
397,DragonWear UR-18,Streetwear,Standard,XL,silver,44.86184643545983,27.9829459342423,False
398,UrbanVN RP-12,Outdoor,Activewear,M,silver,3441.0957085020245,3269.040923076924,False
399,VietMode RP-86,Outdoor,Activewear,L,white,4564.0675862068965,3732.950878758621,False
400,IndigoViet UM-07,Streetwear,Balanced,M,purple,12837.05181818182,7742.025951545455,False
401,VietMode RP-02,Outdoor,Activewear,L,red,1233.54,706.9417740000001,False
402,VietMode MA-22,Casual,All-weather,L,green,8311.691612903225,6208.83363483871,False
403,HanoiStreet UR-06,Streetwear,Standard,S,red,7496.37,4533.054939,False
404,BambooCraft UC-25,Streetwear,Everyday,L,green,8808.87,7972.027350000001,False
405,VietMode MA-20,Casual,All-weather,S,white,60.9010021903396,38.01870835212474,False
406,VietMotion RP-61,Outdoor,Activewear,S,white,41.7136682497843,24.73990745888133,False
407,SaigonFlex UM-57,Streetwear,Balanced,S,orange,13107.434516129031,7168.455936870969,False
408,HanoiStreet UR-37,Streetwear,Standard,XL,black,20.10335521420072,12.223013276912614,False
409,BambooCraft UM-07,Streetwear,Balanced,M,yellow,11339.37,7381.929870000001,False
410,SaigonCore RP-11,Outdoor,Activewear,L,orange,3464.37,2540.422521,False
411,NamStyle YY-09,GenZ,Trendy,L,pink,1898.7033333333327,1803.7681666666665,False
412,LotusWear UE-50,Streetwear,Performance,M,yellow,45.4409090092245,28.00828205880248,False
413,HanoiStreet UR-14,Streetwear,Standard,S,pink,27.385724542743347,15.665965957215796,False
414,VietMode RP-32,Outdoor,Activewear,S,red,2933.641534090909,2571.336804630682,False
415,SaigonFlex UC-43,Streetwear,Everyday,L,pink,9414.213956043955,6648.317895758242,False
416,VietMode RP-23,Outdoor,Activewear,XL,black,4093.74,2673.21222,False
417,SaigonFlex UC-02,Streetwear,Everyday,M,silver,10938.358303886926,8362.374923321555,False
418,MekongFit UC-11,Streetwear,Everyday,M,yellow,20.32115659247737,11.539459529498265,False
419,UrbanVN UE-25,Streetwear,Performance,M,purple,47.75868079133171,26.35510588030915,False
420,SaigonFlex UC-57,Streetwear,Everyday,S,orange,3023.37,1991.191482,False
421,HanoiStreet UC-02,Streetwear,Everyday,XL,yellow,4494.106487018096,4269.401162667191,False
422,DragonWear MA-36,Casual,All-weather,S,green,5604.936206896552,3526.0653677586206,False
423,HanoiStreet UE-41,Streetwear,Performance,S,orange,29.38243538174741,17.75179269124272,False
424,MekongFit RP-22,Outdoor,Activewear,S,green,3114.1088059701488,2258.663116970149,False
425,DragonWear RP-07,Outdoor,Activewear,S,orange,4094.37,3531.803562,False
426,MekongFit UM-15,Streetwear,Balanced,L,pink,2691.99,1457.981784,False
427,HanoiStreet RP-76,Outdoor,Activewear,S,pink,3820.797597955707,2436.1405484565585,False
428,MekongFit RP-35,Outdoor,Activewear,M,yellow,4610.969999999999,2548.022022,False
429,VietMode RP-55,Outdoor,Activewear,XL,blue,3275.37,2244.283524,False
430,HanoiStreet UC-47,Streetwear,Everyday,S,white,34.617835837670064,19.5803762088434,False
431,VietMode RS-28,Outdoor,Premium,L,red,5246.28743119266,4392.716466137615,False
432,DragonWear UR-36,Streetwear,Standard,M,purple,8309.284615384617,7893.820384615386,False
433,NamStyle YY-07,GenZ,Trendy,S,green,2204.37,2094.1515,False
434,SaigonFlex UC-27,Streetwear,Everyday,L,orange,11109.750837988828,10554.263296089386,False
435,LotusWear UR-33,Streetwear,Standard,M,black,9446.85,5966.63046,False
436,HanoiStreet MA-06,Casual,All-weather,XL,yellow,2843.993622047244,1924.53048403937,False
437,VietMode RS-05,Outdoor,Premium,XL,silver,4426.664117647058,3156.6541822941176,False
438,SaigonFlex UC-55,Streetwear,Everyday,L,red,10658.332964467008,10125.416316243656,False
439,VietMode RP-19,Outdoor,Activewear,XL,silver,40.14121824045173,25.57298046060988,False
440,HanoiStreet UC-62,Streetwear,Everyday,XL,yellow,9245.030869565218,5388.9284938695655,False
441,VietMode MP-09,Casual,Activewear,M,black,4786.74,4467.943116,False
442,NamStyle YY-24,GenZ,Trendy,M,blue,1353.87,1286.1764999999998,False
443,BambooCraft UC-03,Streetwear,Everyday,S,white,10289.225985037408,8385.719177805486,False
444,VietMode MA-11,Casual,All-weather,XL,purple,9196.74,8009.440866,False
445,LotusWear UR-13,Streetwear,Standard,M,black,5036.85,3089.60379,False
446,HanoiStreet RP-81,Outdoor,Activewear,M,blue,1012.756364088948,643.5053937421175,False
447,VietMode MA-42,Casual,All-weather,L,green,10583.37,8359.803963,False
448,VietMotion MA-12,Casual,All-weather,L,pink,26.05586643333778,14.929893188018678,False
449,DragonWear RP-18,Outdoor,Activewear,XL,blue,4800.533684210526,4293.117273789474,False
450,UrbanVN UR-32,Streetwear,Standard,M,yellow,2519.37,2246.270292,False
451,VietMode RP-06,Outdoor,Activewear,L,white,4678.334594594594,4444.417864864864,False
452,HanoiStreet UC-04,Streetwear,Everyday,M,black,11339.37,9661.14324,False
453,SaigonFlex UC-38,Streetwear,Everyday,M,blue,27.486860722153324,16.36372210394695,False
454,SaigonCore RS-01,Outdoor,Premium,L,green,23.11852239383696,14.72331573262907,False
455,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.1775,False
456,DragonWear UR-22,Streetwear,Standard,XL,black,30.12250471383129,16.90015329196289,False
457,SaigonFlex UM-01,Streetwear,Balanced,S,green,11338.433980634749,10771.51228160301,False
458,SaigonFlex UE-15,Streetwear,Performance,XL,silver,6485.85,5394.2814450000005,False
459,LotusWear UR-12,Streetwear,Standard,S,red,5537.754000000001,5115.2233698,False
460,SaigonCore UE-29,Streetwear,Performance,L,white,38.20036339802935,24.19966371468973,False
461,HanoiStreet UM-01,Streetwear,Balanced,M,silver,4913.37,3947.892795,False
462,UrbanVN RP-06,Outdoor,Activewear,XL,black,13.67467902538131,8.840842303475455,False
463,VietMode RS-43,Outdoor,Premium,M,purple,5118.753298429319,4862.815633507853,False
464,MekongFit UE-33,Streetwear,Performance,M,silver,5291.37,3505.003488,False
465,LotusWear UE-31,Streetwear,Performance,L,red,11336.85,10173.68919,False
466,VietMode RP-87,Outdoor,Activewear,XL,purple,4629.24,3204.359928,False
467,VietMode RP-10,Outdoor,Activewear,L,pink,3778.74,2748.277602,False
468,IndigoViet UM-04,Streetwear,Balanced,L,orange,16231.71508474576,15420.129330508473,False
469,PhoenixWear UR-14,Streetwear,Standard,L,pink,5385.87,4297.92426,False
470,SaigonFlex UE-05,Streetwear,Performance,M,silver,8186.85,6897.421125000001,False
471,VietMode RS-61,Outdoor,Premium,XL,blue,33.585869260565445,21.47754761557352,False
472,HanoiStreet MA-10,Casual,All-weather,XL,blue,22.17550395365064,13.904944448459702,False
473,VietMotion UC-12,Streetwear,Everyday,S,white,42.29506935456758,25.72826647079302,False
474,HanoiStreet YY-18,GenZ,Trendy,M,silver,3407.941498530852,1959.907155805093,False
475,LotusWear UE-64,Streetwear,Performance,XL,blue,58.03914660691861,36.17331656881759,False
476,VietMode RP-70,Outdoor,Activewear,L,pink,4030.7399999999993,3829.202999999999,False
477,VietMotion YY-07,GenZ,Trendy,L,pink,43.57225453874576,28.26385136207968,False
478,VietMotion RS-06,Outdoor,Premium,M,blue,31.632468013791154,20.31072641674495,False
479,SaigonFlex UC-17,Streetwear,Everyday,S,orange,11588.85,11009.4075,False
480,SaigonFlex UC-09,Streetwear,Everyday,S,white,10607.752256033578,8623.041808929696,False
481,SaigonFlex UC-72,Streetwear,Everyday,XL,silver,11408.04,7676.470116,False
482,VietMode RP-58,Outdoor,Activewear,L,green,2802.24,1524.138336,False
483,UrbanVN YY-04,GenZ,Trendy,S,red,4801.846595744681,2893.1125739361705,False
484,PhoenixWear UE-21,Streetwear,Performance,S,pink,5039.37,4227.527493,False
485,MekongFit RP-05,Outdoor,Activewear,XL,yellow,1979.360663900415,1058.3641469875515,False
486,LotusWear UE-74,Streetwear,Performance,M,blue,20786.85,15267.941325,False
487,HanoiStreet MA-18,Casual,All-weather,XL,black,2900.2151612903226,2181.5418443225803,False
488,MekongFit UE-03,Streetwear,Performance,XL,silver,3123.1200000000003,1696.166472,False
489,IndigoViet UM-03,Streetwear,Balanced,M,black,18386.83451612903,15661.90564083871,False
490,VietMotion RS-01,Outdoor,Premium,S,pink,27.44900004772441,16.815862190083102,False
491,UrbanVN UR-36,Streetwear,Standard,M,blue,42.2729797847311,26.125296591141566,False
492,SaigonFlex UM-80,Streetwear,Balanced,XL,purple,12606.228520360584,10040.861016467206,False
493,SaigonCore UE-17,Streetwear,Performance,L,orange,6087.37,3511.803753,False
494,BambooCraft UM-16,Streetwear,Balanced,L,pink,9708.284634146345,7207.430512390245,False
495,HanoiStreet UE-36,Streetwear,Performance,XL,silver,5860.36417215682,5567.345963548979,False
496,SaigonFlex UC-47,Streetwear,Everyday,L,orange,11641.827272727272,11059.735909090909,False
497,SaigonCore YY-31,GenZ,Trendy,S,green,1705.576611570248,1041.766194347107,False
498,UrbanVN MA-17,Casual,All-weather,S,white,4242.385846538782,4030.266554211843,False
499,MekongFit UC-22,Streetwear,Everyday,S,red,7693.690754716981,5870.286045849057,False
500,SaigonFlex UM-97,Streetwear,Balanced,S,orange,11054.693628318582,9357.79815637168,False
501,NamStyle UC-01,Streetwear,Everyday,M,yellow,2708.37,1355.268348,False
502,VietMode RP-05,Outdoor,Activewear,M,blue,4678.334594594594,4099.624605243243,False
503,HanoiStreet UM-30,Streetwear,Balanced,L,green,6985.37,6636.1015,False
504,BambooCraft UM-02,Streetwear,Balanced,S,white,11978.285094339622,7438.515043584906,False
505,LotusWear UE-48,Streetwear,Performance,XL,silver,14014.35,13313.6325,False
506,MekongFit RP-51,Outdoor,Activewear,M,purple,3028.62,2877.189,False
507,MekongFit RP-55,Outdoor,Activewear,M,yellow,2555.2866666666664,2320.7113506666665,False
508,LotusWear RP-09,Outdoor,Activewear,M,black,46.92027483880587,27.07182375234705,False
509,VietMotion UR-06,Streetwear,Standard,XL,blue,29.25040142053348,17.5720842733407,False
510,VietMode UE-15,Streetwear,Performance,M,purple,8188.74,4606.985124,False
511,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.554838709679,8272.446178709677,False
512,MekongFit RP-23,Outdoor,Activewear,M,silver,4317.599357798164,4101.719389908256,False
513,SaigonFlex UM-78,Streetwear,Balanced,M,blue,18458.3,13679.446129999998,False
514,PhoenixWear UE-22,Streetwear,Performance,M,yellow,6603.962565789473,3515.949670026316,False
515,VietMotion UE-07,Streetwear,Performance,M,blue,999999999.0,18.38636752042886,False
516,VietMode RP-46,Outdoor,Activewear,L,white,32.404005878884256,19.324109605400498,False
517,SaigonCore UC-03,Streetwear,Everyday,M,silver,5696.857894736842,3744.544694210525,False
518,SaigonFlex UM-06,Streetwear,Balanced,M,black,13211.57028169014,7279.575225211268,False
519,DragonWear MA-21,Casual,All-weather,M,black,5165.071578947369,4456.423758315789,False
520,SaigonFlex UC-61,Streetwear,Everyday,S,green,9577.146989690722,5842.05966371134,False
521,NamStyle YY-30,GenZ,Trendy,XL,yellow,53.0756828692648,32.3762756107979,False
522,VietMode RP-72,Outdoor,Activewear,S,red,4469.5675862068965,3598.001906896552,False
523,MekongFit RP-08,Outdoor,Activewear,L,orange,1800.4956652868125,1710.470882022472,False
524,HanoiStreet RS-03,Outdoor,Premium,XL,yellow,37.96643159775866,24.16319721561676,False
525,PhoenixWear UR-01,Streetwear,Standard,M,purple,6173.37,4869.554255999999,False
526,VietMotion RS-10,Outdoor,Premium,M,silver,3358.794231856739,3190.8545202639016,False
527,LotusWear UC-05,Streetwear,Everyday,XL,black,12281.85,7574.216895,False
528,SaigonFlex UM-70,Streetwear,Balanced,M,purple,14179.444183976262,13470.471974777449,False
529,VietMotion UM-05,Streetwear,Balanced,L,red,9669.87,7081.245801000001,False
530,MekongFit UE-20,Unknown,Performance,S,white,4321.471553899082,5095.771317,True
531,MekongFit UC-28,Streetwear,Everyday,L,green,6689.096277372263,5573.355018306569,False
532,VietMotion UR-19,Streetwear,Standard,S,green,42.50611410259488,26.61319664232815,False
533,SaigonCore UE-21,Streetwear,Performance,L,green,7948.03935483871,7430.62199283871,False
534,HanoiStreet UC-34,Streetwear,Everyday,XL,black,15434.37,14662.6515,False
535,PhoenixWear UM-07,Streetwear,Balanced,S,green,6892.438965517242,6547.817017241379,False
536,DragonWear MA-41,Casual,All-weather,M,black,10143.0,8305.0884,False
537,UrbanVN UE-10,Streetwear,Performance,L,red,6047.043575129534,5297.814876170984,False
538,HanoiStreet RP-40,Outdoor,Activewear,S,orange,32.45663063646928,18.534885335820807,False
539,DragonWear UR-40,Streetwear,Standard,M,yellow,24.725951184208856,15.543585995353366,False
540,MekongFit MA-05,Casual,All-weather,XL,silver,2653.821219512195,1379.987034146341,False
541,SaigonCore UR-07,Streetwear,Standard,M,black,10076.85,8257.978575000001,False
542,BambooCraft UM-19,Streetwear,Balanced,M,black,11652.151690140843,7134.61247987324,False
543,SaigonCore UR-01,Streetwear,Standard,XL,purple,6236.369999999999,4906.775916,False
544,UrbanVN UE-23,Streetwear,Performance,XL,blue,27.093590379955067,15.639253025192934,False
545,MekongFit UC-26,Streetwear,Everyday,S,white,44.49543643977257,27.68624827776821,False
546,SaigonFlex UE-19,Streetwear,Performance,XL,black,7557.783882352941,7179.894688235294,False
547,SaigonFlex UC-63,Streetwear,Everyday,L,pink,11489.45256880734,7924.275436706423,False
548,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,10586.428125,10057.10671875,False
549,VietMode RP-28,Outdoor,Activewear,S,green,4004.843365384615,2924.7371097403843,False
550,HanoiStreet UM-04,Streetwear,Balanced,S,red,12599.37,11653.157313000002,False
551,LotusWear UE-49,Streetwear,Performance,S,pink,44.73576139954138,26.734316490441223,False
552,NamStyle YY-29,GenZ,Trendy,L,pink,1889.37,1718.382015,False
553,BambooCraft UC-19,Streetwear,Everyday,S,red,18.330955787804072,11.306689593388796,False
554,HanoiStreet UM-23,Streetwear,Balanced,XL,yellow,9597.8685,7830.90090915,False
555,LotusWear UE-73,Streetwear,Performance,S,orange,12596.85,11250.246735,False
556,LotusWear UR-09,Streetwear,Standard,M,silver,6401.85,3225.892215,False
557,HanoiStreet RP-32,Outdoor,Activewear,S,white,3275.3700000000003,2282.277816,False
558,SaigonCore YY-19,GenZ,Trendy,S,white,29.97651796328568,18.82480659753188,False
559,UrbanVN MA-09,Casual,All-weather,S,green,3559.9503011292345,3381.9527860727726,False
560,VietMode RP-89,Outdoor,Activewear,M,silver,5669.37,5385.9015,False
561,VietMode RS-57,Outdoor,Premium,XL,yellow,21.887223637481146,13.792733185674388,False
562,MekongFit MA-07,Casual,All-weather,M,yellow,3141.3003370786514,2842.562675022472,False
563,VietMode RP-96,Outdoor,Activewear,S,white,4245.681176470588,3142.653206823529,False
564,NamStyle YY-31,GenZ,Trendy,S,red,3527.37,2218.362993,False
565,DragonWear UE-07,Streetwear,Performance,XL,yellow,37.8074197316877,21.77489391602548,False
566,MekongFit RP-20,Outdoor,Activewear,L,white,2834.37,2536.477713,False
567,VietMotion RP-44,Outdoor,Activewear,XL,silver,1574.37,850.1597999999999,False
568,DragonWear MA-29,Casual,All-weather,M,yellow,6293.7,5979.014999999999,False
569,HanoiStreet RP-13,Outdoor,Activewear,M,purple,1341.3127118644063,1274.2470762711862,False
570,VietMode RP-26,Outdoor,Activewear,L,white,22.899930378810343,14.009827586880482,False
571,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,11836.938926174498,7837.237263020134,False
572,VietMotion UC-25,Streetwear,Everyday,M,silver,10451.7,9744.11991,False
573,SaigonCore YY-29,GenZ,Trendy,L,white,3023.3700000000003,2052.86823,False
574,VietMode RP-08,Outdoor,Activewear,S,green,5668.74,4769.677836,False
575,UrbanVN RP-09,Outdoor,Activewear,L,white,1609.9115094339622,1337.8364643396226,False
576,VietMotion RS-14,Outdoor,Premium,M,black,33.18498384851216,18.641028152283216,False
577,VietMotion RP-34,Outdoor,Activewear,M,silver,2193.0293107221005,1336.6513648851203,False
578,LotusWear UE-53,Streetwear,Performance,S,orange,11613.773076923078,9075.002282307692,False
579,LotusWear UE-58,Streetwear,Performance,M,silver,18896.85,11857.773375,False
580,BambooCraft UM-11,Streetwear,Balanced,M,blue,9675.597272727273,9191.817409090909,False
581,UrbanVN UE-09,Streetwear,Performance,M,yellow,5425.358472622478,5021.169266412104,False
582,DragonWear MA-24,Casual,All-weather,S,white,23.83396923282398,13.26920629437508,False
583,VietMotion MA-08,Casual,All-weather,L,white,79.51305112548167,51.55608462187102,False
584,MekongFit MA-03,Casual,All-weather,M,purple,2541.87,1871.578881,False
585,MekongFit UM-04,Streetwear,Balanced,XL,silver,9359.509534883722,8891.534058139536,False
586,VietMode RS-11,Outdoor,Premium,M,blue,44.12457583127853,24.311630156991555,False
587,MekongFit UC-24,Streetwear,Everyday,L,orange,35.82852967556213,20.57694152770872,False
588,DragonWear UM-22,Streetwear,Balanced,XL,purple,22.423899496901825,12.829182552408856,False
589,BambooCraft UC-09,Streetwear,Everyday,L,red,29.35780741888176,17.312837837634,False
590,VietMode RS-59,Outdoor,Premium,M,black,20.50869295740109,12.950880933751266,False
591,HanoiStreet UR-22,Streetwear,Standard,S,green,6929.369999999999,6582.901499999999,False
592,MekongFit RP-52,Outdoor,Activewear,L,green,3028.62,2278.430826,False
593,MekongFit MA-02,Casual,All-weather,S,white,3432.87,3261.2265,False
594,LotusWear UE-67,Streetwear,Performance,L,green,12596.85,11967.0075,False
595,SaigonFlex UM-69,Streetwear,Balanced,S,white,7809.460209424084,4229.603649424084,False
596,VietMode RP-09,Outdoor,Activewear,M,silver,3944.035454545454,3586.7058423636363,False
597,UrbanVN UR-12,Streetwear,Standard,M,yellow,31.164697443076804,19.79334418747074,False
598,SaigonFlex UM-21,Streetwear,Balanced,S,green,10765.597500000002,9498.48667425,False
599,SaigonCore YY-07,GenZ,Trendy,S,orange,1103.37,1048.2015,False
600,PhoenixWear UR-18,Streetwear,Standard,L,orange,6299.37,5456.514294,False
601,SaigonFlex UC-85,Streetwear,Everyday,S,red,30.15483325288156,17.16017393108335,False
602,VietMode RP-43,Outdoor,Activewear,XL,black,4603.797692307692,4373.607807692308,False
603,VietMotion UC-27,Streetwear,Everyday,XL,yellow,2324.005436893204,2207.805165048544,False
604,BambooCraft UC-07,Streetwear,Everyday,S,pink,10940.58,10050.016788,False
605,VietMotion UC-24,Streetwear,Everyday,S,green,8381.717836456559,7962.63194463373,False
606,VietMotion RP-36,Outdoor,Activewear,XL,yellow,1546.0695505617975,1225.1055118651684,False
607,VietMotion RP-48,Outdoor,Activewear,XL,black,1511.37,1150.605981,False
608,VietMode RP-14,Outdoor,Activewear,L,orange,27.004227841229177,15.330704640302349,False
609,UrbanVN RS-07,Outdoor,Premium,S,pink,68.89499310332668,43.71237967432158,False
610,PhoenixWear UE-01,Streetwear,Performance,S,pink,7739.005135135135,4210.018793513513,False
611,VietMotion RP-22,Outdoor,Activewear,M,purple,768.1824234158624,444.8544414001259,False
612,SaigonCore YY-35,GenZ,Trendy,S,red,3968.37,2471.103999,False
613,DragonWear MA-34,Casual,All-weather,L,white,27.428556473975345,15.21116985645254,False
614,SaigonFlex UC-93,Streetwear,Everyday,S,pink,11516.4,9278.76348,False
615,PhoenixWear UM-11,Streetwear,Balanced,S,red,6667.367225806452,3474.365061367742,False
616,VietMode RP-92,Outdoor,Activewear,S,red,34.87214848020078,19.34780740187828,False
617,DragonWear RP-04,Outdoor,Activewear,M,yellow,786.87,401.854509,False
618,SaigonFlex UM-73,Streetwear,Balanced,S,pink,17.409337603805483,10.048922339220054,False
619,DragonWear UC-03,Streetwear,Everyday,XL,black,9513.0,9029.7396,False
620,SaigonFlex UC-92,Streetwear,Everyday,XL,silver,11006.55,7708.987620000001,False
621,VietMode RS-53,Outdoor,Premium,XL,purple,3167.8994117647057,3009.50444117647,False
622,SaigonCore UE-01,Streetwear,Performance,L,green,8892.502867132867,5203.892677846154,False
623,NamStyle YY-22,GenZ,Trendy,XL,black,1386.882,1076.913873,False
624,VietMode RS-67,Outdoor,Premium,M,yellow,2770.74,1718.690022,False
625,UrbanVN UR-21,Streetwear,Standard,L,pink,26.160590454431023,16.16205503879573,False
626,SaigonFlex UM-26,Streetwear,Balanced,M,black,21110.51634146341,17857.385773243903,False
627,PhoenixWear UM-15,Streetwear,Balanced,S,white,10854.356301369864,6990.205458082193,False
